#node	identifier	category	term ID	term description
ATM	9606.ENSP00000278616	GO Process	GO:0000003	Reproduction
ATM	9606.ENSP00000278616	GO Process	GO:0000075	Cell cycle checkpoint signaling
ATM	9606.ENSP00000278616	GO Process	GO:0000077	DNA damage checkpoint signaling
ATM	9606.ENSP00000278616	GO Process	GO:0000278	Mitotic cell cycle
ATM	9606.ENSP00000278616	GO Process	GO:0000280	Nuclear division
ATM	9606.ENSP00000278616	GO Process	GO:0000723	Telomere maintenance
ATM	9606.ENSP00000278616	GO Process	GO:0000724	Double-strand break repair via homologous recombination
ATM	9606.ENSP00000278616	GO Process	GO:0000725	Recombinational repair
ATM	9606.ENSP00000278616	GO Process	GO:0000956	Nuclear-transcribed mRNA catabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0001541	Ovarian follicle development
ATM	9606.ENSP00000278616	GO Process	GO:0001666	Response to hypoxia
ATM	9606.ENSP00000278616	GO Process	GO:0001756	Somitogenesis
ATM	9606.ENSP00000278616	GO Process	GO:0001775	Cell activation
ATM	9606.ENSP00000278616	GO Process	GO:0001932	Regulation of protein phosphorylation
ATM	9606.ENSP00000278616	GO Process	GO:0001934	Positive regulation of protein phosphorylation
ATM	9606.ENSP00000278616	GO Process	GO:0002200	Somatic diversification of immune receptors
ATM	9606.ENSP00000278616	GO Process	GO:0002327	Immature B cell differentiation
ATM	9606.ENSP00000278616	GO Process	GO:0002329	pre-B cell differentiation
ATM	9606.ENSP00000278616	GO Process	GO:0002331	pre-B cell allelic exclusion
ATM	9606.ENSP00000278616	GO Process	GO:0002376	Immune system process
ATM	9606.ENSP00000278616	GO Process	GO:0002520	Immune system development
ATM	9606.ENSP00000278616	GO Process	GO:0002521	Leukocyte differentiation
ATM	9606.ENSP00000278616	GO Process	GO:0002562	Somatic diversification of immune receptors via germline recombination within a single locus
ATM	9606.ENSP00000278616	GO Process	GO:0002682	Regulation of immune system process
ATM	9606.ENSP00000278616	GO Process	GO:0002683	Negative regulation of immune system process
ATM	9606.ENSP00000278616	GO Process	GO:0002694	Regulation of leukocyte activation
ATM	9606.ENSP00000278616	GO Process	GO:0002695	Negative regulation of leukocyte activation
ATM	9606.ENSP00000278616	GO Process	GO:0003002	Regionalization
ATM	9606.ENSP00000278616	GO Process	GO:0003006	Developmental process involved in reproduction
ATM	9606.ENSP00000278616	GO Process	GO:0006139	Nucleobase-containing compound metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0006259	DNA metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0006281	DNA repair
ATM	9606.ENSP00000278616	GO Process	GO:0006302	Double-strand break repair
ATM	9606.ENSP00000278616	GO Process	GO:0006303	Double-strand break repair via nonhomologous end joining
ATM	9606.ENSP00000278616	GO Process	GO:0006310	DNA recombination
ATM	9606.ENSP00000278616	GO Process	GO:0006355	Regulation of transcription, DNA-templated
ATM	9606.ENSP00000278616	GO Process	GO:0006357	Regulation of transcription by RNA polymerase II
ATM	9606.ENSP00000278616	GO Process	GO:0006401	RNA catabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0006402	mRNA catabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0006403	RNA localization
ATM	9606.ENSP00000278616	GO Process	GO:0006468	Protein phosphorylation
ATM	9606.ENSP00000278616	GO Process	GO:0006629	Lipid metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0006644	Phospholipid metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0006650	Glycerophospholipid metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0006661	Phosphatidylinositol biosynthetic process
ATM	9606.ENSP00000278616	GO Process	GO:0006725	Cellular aromatic compound metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0006793	Phosphorus metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0006796	Phosphate-containing compound metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0006807	Nitrogen compound metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0006915	Apoptotic process
ATM	9606.ENSP00000278616	GO Process	GO:0006950	Response to stress
ATM	9606.ENSP00000278616	GO Process	GO:0006974	Cellular response to DNA damage stimulus
ATM	9606.ENSP00000278616	GO Process	GO:0006975	DNA damage induced protein phosphorylation
ATM	9606.ENSP00000278616	GO Process	GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest
ATM	9606.ENSP00000278616	GO Process	GO:0006996	Organelle organization
ATM	9606.ENSP00000278616	GO Process	GO:0007049	Cell cycle
ATM	9606.ENSP00000278616	GO Process	GO:0007059	Chromosome segregation
ATM	9606.ENSP00000278616	GO Process	GO:0007088	Regulation of mitotic nuclear division
ATM	9606.ENSP00000278616	GO Process	GO:0007093	Mitotic cell cycle checkpoint signaling
ATM	9606.ENSP00000278616	GO Process	GO:0007094	Mitotic spindle assembly checkpoint signaling
ATM	9606.ENSP00000278616	GO Process	GO:0007095	Mitotic G2 DNA damage checkpoint signaling
ATM	9606.ENSP00000278616	GO Process	GO:0007127	Meiosis I
ATM	9606.ENSP00000278616	GO Process	GO:0007131	Reciprocal meiotic recombination
ATM	9606.ENSP00000278616	GO Process	GO:0007140	Male meiotic nuclear division
ATM	9606.ENSP00000278616	GO Process	GO:0007143	Female meiotic nuclear division
ATM	9606.ENSP00000278616	GO Process	GO:0007154	Cell communication
ATM	9606.ENSP00000278616	GO Process	GO:0007165	Signal transduction
ATM	9606.ENSP00000278616	GO Process	GO:0007275	Multicellular organism development
ATM	9606.ENSP00000278616	GO Process	GO:0007276	Gamete generation
ATM	9606.ENSP00000278616	GO Process	GO:0007281	Germ cell development
ATM	9606.ENSP00000278616	GO Process	GO:0007292	Female gamete generation
ATM	9606.ENSP00000278616	GO Process	GO:0007346	Regulation of mitotic cell cycle
ATM	9606.ENSP00000278616	GO Process	GO:0007389	Pattern specification process
ATM	9606.ENSP00000278616	GO Process	GO:0007399	Nervous system development
ATM	9606.ENSP00000278616	GO Process	GO:0007417	Central nervous system development
ATM	9606.ENSP00000278616	GO Process	GO:0007420	Brain development
ATM	9606.ENSP00000278616	GO Process	GO:0007507	Heart development
ATM	9606.ENSP00000278616	GO Process	GO:0007548	Sex differentiation
ATM	9606.ENSP00000278616	GO Process	GO:0008152	Metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0008219	Cell death
ATM	9606.ENSP00000278616	GO Process	GO:0008285	Negative regulation of cell population proliferation
ATM	9606.ENSP00000278616	GO Process	GO:0008334	Histone mRNA metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0008340	Determination of adult lifespan
ATM	9606.ENSP00000278616	GO Process	GO:0008406	Gonad development
ATM	9606.ENSP00000278616	GO Process	GO:0008585	Female gonad development
ATM	9606.ENSP00000278616	GO Process	GO:0008610	Lipid biosynthetic process
ATM	9606.ENSP00000278616	GO Process	GO:0008630	Intrinsic apoptotic signaling pathway in response to DNA damage
ATM	9606.ENSP00000278616	GO Process	GO:0008654	Phospholipid biosynthetic process
ATM	9606.ENSP00000278616	GO Process	GO:0009056	Catabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0009057	Macromolecule catabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0009058	Biosynthetic process
ATM	9606.ENSP00000278616	GO Process	GO:0009314	Response to radiation
ATM	9606.ENSP00000278616	GO Process	GO:0009628	Response to abiotic stimulus
ATM	9606.ENSP00000278616	GO Process	GO:0009653	Anatomical structure morphogenesis
ATM	9606.ENSP00000278616	GO Process	GO:0009790	Embryo development
ATM	9606.ENSP00000278616	GO Process	GO:0009791	Post-embryonic development
ATM	9606.ENSP00000278616	GO Process	GO:0009792	Embryo development ending in birth or egg hatching
ATM	9606.ENSP00000278616	GO Process	GO:0009888	Tissue development
ATM	9606.ENSP00000278616	GO Process	GO:0009889	Regulation of biosynthetic process
ATM	9606.ENSP00000278616	GO Process	GO:0009891	Positive regulation of biosynthetic process
ATM	9606.ENSP00000278616	GO Process	GO:0009892	Negative regulation of metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0009893	Positive regulation of metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0009894	Regulation of catabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0009896	Positive regulation of catabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0009952	Anterior/posterior pattern specification
ATM	9606.ENSP00000278616	GO Process	GO:0009966	Regulation of signal transduction
ATM	9606.ENSP00000278616	GO Process	GO:0009967	Positive regulation of signal transduction
ATM	9606.ENSP00000278616	GO Process	GO:0009968	Negative regulation of signal transduction
ATM	9606.ENSP00000278616	GO Process	GO:0009987	Cellular process
ATM	9606.ENSP00000278616	GO Process	GO:0009994	Oocyte differentiation
ATM	9606.ENSP00000278616	GO Process	GO:0010033	Response to organic substance
ATM	9606.ENSP00000278616	GO Process	GO:0010165	Response to X-ray
ATM	9606.ENSP00000278616	GO Process	GO:0010212	Response to ionizing radiation
ATM	9606.ENSP00000278616	GO Process	GO:0010332	Response to gamma radiation
ATM	9606.ENSP00000278616	GO Process	GO:0010389	Regulation of G2/M transition of mitotic cell cycle
ATM	9606.ENSP00000278616	GO Process	GO:0010468	Regulation of gene expression
ATM	9606.ENSP00000278616	GO Process	GO:0010506	Regulation of autophagy
ATM	9606.ENSP00000278616	GO Process	GO:0010556	Regulation of macromolecule biosynthetic process
ATM	9606.ENSP00000278616	GO Process	GO:0010557	Positive regulation of macromolecule biosynthetic process
ATM	9606.ENSP00000278616	GO Process	GO:0010562	Positive regulation of phosphorus metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0010564	Regulation of cell cycle process
ATM	9606.ENSP00000278616	GO Process	GO:0010604	Positive regulation of macromolecule metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0010605	Negative regulation of macromolecule metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0010628	Positive regulation of gene expression
ATM	9606.ENSP00000278616	GO Process	GO:0010629	Negative regulation of gene expression
ATM	9606.ENSP00000278616	GO Process	GO:0010638	Positive regulation of organelle organization
ATM	9606.ENSP00000278616	GO Process	GO:0010639	Negative regulation of organelle organization
ATM	9606.ENSP00000278616	GO Process	GO:0010646	Regulation of cell communication
ATM	9606.ENSP00000278616	GO Process	GO:0010647	Positive regulation of cell communication
ATM	9606.ENSP00000278616	GO Process	GO:0010648	Negative regulation of cell communication
ATM	9606.ENSP00000278616	GO Process	GO:0010941	Regulation of cell death
ATM	9606.ENSP00000278616	GO Process	GO:0010942	Positive regulation of cell death
ATM	9606.ENSP00000278616	GO Process	GO:0010948	Negative regulation of cell cycle process
ATM	9606.ENSP00000278616	GO Process	GO:0010965	Regulation of mitotic sister chromatid separation
ATM	9606.ENSP00000278616	GO Process	GO:0010972	Negative regulation of G2/M transition of mitotic cell cycle
ATM	9606.ENSP00000278616	GO Process	GO:0012501	Programmed cell death
ATM	9606.ENSP00000278616	GO Process	GO:0016043	Cellular component organization
ATM	9606.ENSP00000278616	GO Process	GO:0016070	RNA metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0016071	mRNA metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0016310	Phosphorylation
ATM	9606.ENSP00000278616	GO Process	GO:0016444	Somatic cell DNA recombination
ATM	9606.ENSP00000278616	GO Process	GO:0016570	Histone modification
ATM	9606.ENSP00000278616	GO Process	GO:0016572	Histone phosphorylation
ATM	9606.ENSP00000278616	GO Process	GO:0018105	Peptidyl-serine phosphorylation
ATM	9606.ENSP00000278616	GO Process	GO:0018193	Peptidyl-amino acid modification
ATM	9606.ENSP00000278616	GO Process	GO:0018209	Peptidyl-serine modification
ATM	9606.ENSP00000278616	GO Process	GO:0019219	Regulation of nucleobase-containing compound metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0019220	Regulation of phosphate metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0019222	Regulation of metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0019439	Aromatic compound catabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0019538	Protein metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0019637	Organophosphate metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0019953	Sexual reproduction
ATM	9606.ENSP00000278616	GO Process	GO:0022402	Cell cycle process
ATM	9606.ENSP00000278616	GO Process	GO:0022412	Cellular process involved in reproduction in multicellular organism
ATM	9606.ENSP00000278616	GO Process	GO:0022414	Reproductive process
ATM	9606.ENSP00000278616	GO Process	GO:0023051	Regulation of signaling
ATM	9606.ENSP00000278616	GO Process	GO:0023052	Signaling
ATM	9606.ENSP00000278616	GO Process	GO:0023056	Positive regulation of signaling
ATM	9606.ENSP00000278616	GO Process	GO:0023057	Negative regulation of signaling
ATM	9606.ENSP00000278616	GO Process	GO:0030071	Regulation of mitotic metaphase/anaphase transition
ATM	9606.ENSP00000278616	GO Process	GO:0030097	Hemopoiesis
ATM	9606.ENSP00000278616	GO Process	GO:0030098	Lymphocyte differentiation
ATM	9606.ENSP00000278616	GO Process	GO:0030154	Cell differentiation
ATM	9606.ENSP00000278616	GO Process	GO:0030155	Regulation of cell adhesion
ATM	9606.ENSP00000278616	GO Process	GO:0030163	Protein catabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0030183	B cell differentiation
ATM	9606.ENSP00000278616	GO Process	GO:0030330	DNA damage response, signal transduction by p53 class mediator
ATM	9606.ENSP00000278616	GO Process	GO:0030334	Regulation of cell migration
ATM	9606.ENSP00000278616	GO Process	GO:0030335	Positive regulation of cell migration
ATM	9606.ENSP00000278616	GO Process	GO:0030888	Regulation of B cell proliferation
ATM	9606.ENSP00000278616	GO Process	GO:0030889	Negative regulation of B cell proliferation
ATM	9606.ENSP00000278616	GO Process	GO:0031056	Regulation of histone modification
ATM	9606.ENSP00000278616	GO Process	GO:0031058	Positive regulation of histone modification
ATM	9606.ENSP00000278616	GO Process	GO:0031323	Regulation of cellular metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0031324	Negative regulation of cellular metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0031325	Positive regulation of cellular metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0031326	Regulation of cellular biosynthetic process
ATM	9606.ENSP00000278616	GO Process	GO:0031328	Positive regulation of cellular biosynthetic process
ATM	9606.ENSP00000278616	GO Process	GO:0031329	Regulation of cellular catabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0031331	Positive regulation of cellular catabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0031334	Positive regulation of protein-containing complex assembly
ATM	9606.ENSP00000278616	GO Process	GO:0031347	Regulation of defense response
ATM	9606.ENSP00000278616	GO Process	GO:0031399	Regulation of protein modification process
ATM	9606.ENSP00000278616	GO Process	GO:0031401	Positive regulation of protein modification process
ATM	9606.ENSP00000278616	GO Process	GO:0031503	Protein-containing complex localization
ATM	9606.ENSP00000278616	GO Process	GO:0031570	DNA integrity checkpoint signaling
ATM	9606.ENSP00000278616	GO Process	GO:0031571	Mitotic G1 DNA damage checkpoint signaling
ATM	9606.ENSP00000278616	GO Process	GO:0031577	Spindle checkpoint signaling
ATM	9606.ENSP00000278616	GO Process	GO:0032006	Regulation of TOR signaling
ATM	9606.ENSP00000278616	GO Process	GO:0032007	Negative regulation of TOR signaling
ATM	9606.ENSP00000278616	GO Process	GO:0032101	Regulation of response to external stimulus
ATM	9606.ENSP00000278616	GO Process	GO:0032200	Telomere organization
ATM	9606.ENSP00000278616	GO Process	GO:0032204	Regulation of telomere maintenance
ATM	9606.ENSP00000278616	GO Process	GO:0032205	Negative regulation of telomere maintenance
ATM	9606.ENSP00000278616	GO Process	GO:0032206	Positive regulation of telomere maintenance
ATM	9606.ENSP00000278616	GO Process	GO:0032210	Regulation of telomere maintenance via telomerase
ATM	9606.ENSP00000278616	GO Process	GO:0032212	Positive regulation of telomere maintenance via telomerase
ATM	9606.ENSP00000278616	GO Process	GO:0032501	Multicellular organismal process
ATM	9606.ENSP00000278616	GO Process	GO:0032502	Developmental process
ATM	9606.ENSP00000278616	GO Process	GO:0032504	Multicellular organism reproduction
ATM	9606.ENSP00000278616	GO Process	GO:0032526	Response to retinoic acid
ATM	9606.ENSP00000278616	GO Process	GO:0032944	Regulation of mononuclear cell proliferation
ATM	9606.ENSP00000278616	GO Process	GO:0032945	Negative regulation of mononuclear cell proliferation
ATM	9606.ENSP00000278616	GO Process	GO:0033036	Macromolecule localization
ATM	9606.ENSP00000278616	GO Process	GO:0033043	Regulation of organelle organization
ATM	9606.ENSP00000278616	GO Process	GO:0033044	Regulation of chromosome organization
ATM	9606.ENSP00000278616	GO Process	GO:0033045	Regulation of sister chromatid segregation
ATM	9606.ENSP00000278616	GO Process	GO:0033046	Negative regulation of sister chromatid segregation
ATM	9606.ENSP00000278616	GO Process	GO:0033047	Regulation of mitotic sister chromatid segregation
ATM	9606.ENSP00000278616	GO Process	GO:0033048	Negative regulation of mitotic sister chromatid segregation
ATM	9606.ENSP00000278616	GO Process	GO:0033127	Regulation of histone phosphorylation
ATM	9606.ENSP00000278616	GO Process	GO:0033129	Positive regulation of histone phosphorylation
ATM	9606.ENSP00000278616	GO Process	GO:0033151	V(D)J recombination
ATM	9606.ENSP00000278616	GO Process	GO:0033554	Cellular response to stress
ATM	9606.ENSP00000278616	GO Process	GO:0033993	Response to lipid
ATM	9606.ENSP00000278616	GO Process	GO:0034397	Telomere localization
ATM	9606.ENSP00000278616	GO Process	GO:0034641	Cellular nitrogen compound metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0034655	Nucleobase-containing compound catabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0035264	Multicellular organism growth
ATM	9606.ENSP00000278616	GO Process	GO:0035282	Segmentation
ATM	9606.ENSP00000278616	GO Process	GO:0035556	Intracellular signal transduction
ATM	9606.ENSP00000278616	GO Process	GO:0035825	Homologous recombination
ATM	9606.ENSP00000278616	GO Process	GO:0036092	phosphatidylinositol-3-phosphate biosynthetic process
ATM	9606.ENSP00000278616	GO Process	GO:0036211	Protein modification process
ATM	9606.ENSP00000278616	GO Process	GO:0036289	Peptidyl-serine autophosphorylation
ATM	9606.ENSP00000278616	GO Process	GO:0036293	Response to decreased oxygen levels
ATM	9606.ENSP00000278616	GO Process	GO:0040007	Growth
ATM	9606.ENSP00000278616	GO Process	GO:0040012	Regulation of locomotion
ATM	9606.ENSP00000278616	GO Process	GO:0040017	Positive regulation of locomotion
ATM	9606.ENSP00000278616	GO Process	GO:0042113	B cell activation
ATM	9606.ENSP00000278616	GO Process	GO:0042127	Regulation of cell population proliferation
ATM	9606.ENSP00000278616	GO Process	GO:0042157	Lipoprotein metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0042159	Lipoprotein catabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0042221	Response to chemical
ATM	9606.ENSP00000278616	GO Process	GO:0042325	Regulation of phosphorylation
ATM	9606.ENSP00000278616	GO Process	GO:0042327	Positive regulation of phosphorylation
ATM	9606.ENSP00000278616	GO Process	GO:0042770	Signal transduction in response to DNA damage
ATM	9606.ENSP00000278616	GO Process	GO:0042981	Regulation of apoptotic process
ATM	9606.ENSP00000278616	GO Process	GO:0043009	Chordate embryonic development
ATM	9606.ENSP00000278616	GO Process	GO:0043030	Regulation of macrophage activation
ATM	9606.ENSP00000278616	GO Process	GO:0043065	Positive regulation of apoptotic process
ATM	9606.ENSP00000278616	GO Process	GO:0043067	Regulation of programmed cell death
ATM	9606.ENSP00000278616	GO Process	GO:0043068	Positive regulation of programmed cell death
ATM	9606.ENSP00000278616	GO Process	GO:0043170	Macromolecule metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0043254	Regulation of protein-containing complex assembly
ATM	9606.ENSP00000278616	GO Process	GO:0043412	Macromolecule modification
ATM	9606.ENSP00000278616	GO Process	GO:0043516	Regulation of DNA damage response, signal transduction by p53 class mediator
ATM	9606.ENSP00000278616	GO Process	GO:0043517	Positive regulation of DNA damage response, signal transduction by p53 class mediator
ATM	9606.ENSP00000278616	GO Process	GO:0043523	Regulation of neuron apoptotic process
ATM	9606.ENSP00000278616	GO Process	GO:0043525	Positive regulation of neuron apoptotic process
ATM	9606.ENSP00000278616	GO Process	GO:0044087	Regulation of cellular component biogenesis
ATM	9606.ENSP00000278616	GO Process	GO:0044089	Positive regulation of cellular component biogenesis
ATM	9606.ENSP00000278616	GO Process	GO:0044237	Cellular metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0044238	Primary metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0044248	Cellular catabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0044249	Cellular biosynthetic process
ATM	9606.ENSP00000278616	GO Process	GO:0044255	Cellular lipid metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0044260	Cellular macromolecule metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0044265	Cellular macromolecule catabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0044270	Cellular nitrogen compound catabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0044773	Mitotic DNA damage checkpoint signaling
ATM	9606.ENSP00000278616	GO Process	GO:0044774	Mitotic DNA integrity checkpoint signaling
ATM	9606.ENSP00000278616	GO Process	GO:0044818	Mitotic G2/M transition checkpoint
ATM	9606.ENSP00000278616	GO Process	GO:0044819	Mitotic G1/S transition checkpoint signaling
ATM	9606.ENSP00000278616	GO Process	GO:0045017	Glycerolipid biosynthetic process
ATM	9606.ENSP00000278616	GO Process	GO:0045132	Meiotic chromosome segregation
ATM	9606.ENSP00000278616	GO Process	GO:0045137	Development of primary sexual characteristics
ATM	9606.ENSP00000278616	GO Process	GO:0045141	Meiotic telomere clustering
ATM	9606.ENSP00000278616	GO Process	GO:0045143	Homologous chromosome segregation
ATM	9606.ENSP00000278616	GO Process	GO:0045321	Leukocyte activation
ATM	9606.ENSP00000278616	GO Process	GO:0045785	Positive regulation of cell adhesion
ATM	9606.ENSP00000278616	GO Process	GO:0045786	Negative regulation of cell cycle
ATM	9606.ENSP00000278616	GO Process	GO:0045839	Negative regulation of mitotic nuclear division
ATM	9606.ENSP00000278616	GO Process	GO:0045841	Negative regulation of mitotic metaphase/anaphase transition
ATM	9606.ENSP00000278616	GO Process	GO:0045893	Positive regulation of transcription, DNA-templated
ATM	9606.ENSP00000278616	GO Process	GO:0045930	Negative regulation of mitotic cell cycle
ATM	9606.ENSP00000278616	GO Process	GO:0045934	Negative regulation of nucleobase-containing compound metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0045935	Positive regulation of nucleobase-containing compound metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0045937	Positive regulation of phosphate metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0045944	Positive regulation of transcription by RNA polymerase II
ATM	9606.ENSP00000278616	GO Process	GO:0046474	Glycerophospholipid biosynthetic process
ATM	9606.ENSP00000278616	GO Process	GO:0046483	Heterocycle metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0046486	Glycerolipid metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0046488	Phosphatidylinositol metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0046545	Development of primary female sexual characteristics
ATM	9606.ENSP00000278616	GO Process	GO:0046649	Lymphocyte activation
ATM	9606.ENSP00000278616	GO Process	GO:0046660	Female sex differentiation
ATM	9606.ENSP00000278616	GO Process	GO:0046700	Heterocycle catabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0046777	Protein autophosphorylation
ATM	9606.ENSP00000278616	GO Process	GO:0046854	Phosphatidylinositol phosphate biosynthetic process
ATM	9606.ENSP00000278616	GO Process	GO:0048232	Male gamete generation
ATM	9606.ENSP00000278616	GO Process	GO:0048285	Organelle fission
ATM	9606.ENSP00000278616	GO Process	GO:0048468	Cell development
ATM	9606.ENSP00000278616	GO Process	GO:0048477	Oogenesis
ATM	9606.ENSP00000278616	GO Process	GO:0048513	Animal organ development
ATM	9606.ENSP00000278616	GO Process	GO:0048518	Positive regulation of biological process
ATM	9606.ENSP00000278616	GO Process	GO:0048519	Negative regulation of biological process
ATM	9606.ENSP00000278616	GO Process	GO:0048522	Positive regulation of cellular process
ATM	9606.ENSP00000278616	GO Process	GO:0048523	Negative regulation of cellular process
ATM	9606.ENSP00000278616	GO Process	GO:0048534	Hematopoietic or lymphoid organ development
ATM	9606.ENSP00000278616	GO Process	GO:0048538	Thymus development
ATM	9606.ENSP00000278616	GO Process	GO:0048583	Regulation of response to stimulus
ATM	9606.ENSP00000278616	GO Process	GO:0048584	Positive regulation of response to stimulus
ATM	9606.ENSP00000278616	GO Process	GO:0048585	Negative regulation of response to stimulus
ATM	9606.ENSP00000278616	GO Process	GO:0048589	Developmental growth
ATM	9606.ENSP00000278616	GO Process	GO:0048599	Oocyte development
ATM	9606.ENSP00000278616	GO Process	GO:0048608	Reproductive structure development
ATM	9606.ENSP00000278616	GO Process	GO:0048609	Multicellular organismal reproductive process
ATM	9606.ENSP00000278616	GO Process	GO:0048646	Anatomical structure formation involved in morphogenesis
ATM	9606.ENSP00000278616	GO Process	GO:0048731	System development
ATM	9606.ENSP00000278616	GO Process	GO:0048732	Gland development
ATM	9606.ENSP00000278616	GO Process	GO:0048856	Anatomical structure development
ATM	9606.ENSP00000278616	GO Process	GO:0048869	Cellular developmental process
ATM	9606.ENSP00000278616	GO Process	GO:0050000	Chromosome localization
ATM	9606.ENSP00000278616	GO Process	GO:0050670	Regulation of lymphocyte proliferation
ATM	9606.ENSP00000278616	GO Process	GO:0050672	Negative regulation of lymphocyte proliferation
ATM	9606.ENSP00000278616	GO Process	GO:0050727	Regulation of inflammatory response
ATM	9606.ENSP00000278616	GO Process	GO:0050789	Regulation of biological process
ATM	9606.ENSP00000278616	GO Process	GO:0050794	Regulation of cellular process
ATM	9606.ENSP00000278616	GO Process	GO:0050864	Regulation of B cell activation
ATM	9606.ENSP00000278616	GO Process	GO:0050865	Regulation of cell activation
ATM	9606.ENSP00000278616	GO Process	GO:0050866	Negative regulation of cell activation
ATM	9606.ENSP00000278616	GO Process	GO:0050869	Negative regulation of B cell activation
ATM	9606.ENSP00000278616	GO Process	GO:0050896	Response to stimulus
ATM	9606.ENSP00000278616	GO Process	GO:0051052	Regulation of DNA metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0051053	Negative regulation of DNA metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0051054	Positive regulation of DNA metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0051128	Regulation of cellular component organization
ATM	9606.ENSP00000278616	GO Process	GO:0051129	Negative regulation of cellular component organization
ATM	9606.ENSP00000278616	GO Process	GO:0051130	Positive regulation of cellular component organization
ATM	9606.ENSP00000278616	GO Process	GO:0051171	Regulation of nitrogen compound metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0051172	Negative regulation of nitrogen compound metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0051173	Positive regulation of nitrogen compound metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0051174	Regulation of phosphorus metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0051179	Localization
ATM	9606.ENSP00000278616	GO Process	GO:0051234	Establishment of localization
ATM	9606.ENSP00000278616	GO Process	GO:0051236	Establishment of RNA localization
ATM	9606.ENSP00000278616	GO Process	GO:0051246	Regulation of protein metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0051247	Positive regulation of protein metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0051249	Regulation of lymphocyte activation
ATM	9606.ENSP00000278616	GO Process	GO:0051250	Negative regulation of lymphocyte activation
ATM	9606.ENSP00000278616	GO Process	GO:0051252	Regulation of RNA metabolic process
ATM	9606.ENSP00000278616	GO Process	GO:0051254	Positive regulation of RNA metabolic process
